FoodCost,TotalExpenses,age,FamilySize,townSize,ShopTJ
0.339788361,953417,51,6,2,1
0.464822613,614841,48,5,2,1
0.693855646,696900,36,5,2,1
0.583020951,798702,39,6,2,1
0.369784273,832626,31,6,2,1
0.315192635,605471,24,2,2,1
0.427632216,268614,72,2,2,1
0.280705545,703570,74,2,2,1
0.361828869,658068,52,5,2,1
0.056783665,3731707,58,3,2,1
0.615332911,636761,53,6,2,1
0.180734447,1261630,61,4,2,1
0.411442389,671608,46,4,2,1
0.408236563,898773,43,7,2,1
0.631412469,249124,65,3,2,0
0.479546906,363368,59,3,2,1
0.279922627,886102,39,4,2,1
0.63099961,158802,75,1,3,0
0.400836934,264776,63,1,3,0
0.540918392,192554,78,2,3,1
0.421984728,958338,41,6,3,1
0.382738719,1112038,51,5,3,1
0.306338375,609052,30,3,3,1
0.343617317,919488,50,2,3,1
0.452540258,477668,54,3,3,1
0.385660573,261712,61,2,3,1
0.485134801,311163,79,2,3,1
0.175635241,1868190,42,4,3,1
0.297964714,625121,44,4,3,1
0.3567753,144584,72,1,3,0
0.136252084,325162,75,1,3,1
0.138092685,1376322,67,2,3,1
0.366283698,550262,75,2,3,1
0.453922454,637968,40,4,3,1
0.450019679,218506,65,1,3,0
0.150472951,1446240,37,4,3,1
0.332416742,836432,50,4,3,1
0.252586605,1051378,55,3,3,1
0.110064803,1073404,37,4,3,0
0.246694151,1337024,60,2,3,1
0.471625954,650295,61,3,3,1
0.588663401,557310,37,6,3,1
0.481158402,1041711,80,5,3,1
0.093330556,2107177,57,3,3,1
0.287614866,880483,41,3,3,0
0.306939005,966003,43,6,3,1
0.422254519,823617,63,3,3,1
0.508195475,789216,37,4,3,1
0.44352105,448105,57,4,3,1
0.265552102,269642,73,1,3,0
0.475489417,566490,48,4,3,1
0.297472968,596787,30,4,3,1
0.151736315,1332074,42,5,3,1
0.508233763,589949,57,2,3,1
0.483217992,362114,25,2,3,1
0.595009288,1317808,63,2,3,1
0.425155771,1723199,53,5,3,1
0.279737713,1176116,46,5,3,1
0.353109691,1704864,47,5,3,1
0.375290316,1839376,62,4,3,1
0.346330179,714994,25,3,3,1
0.240338017,2727675,53,5,4,1
0.311553555,1683075,58,6,4,1
0.256191054,1364388,45,5,4,1
0.195205565,1645199,70,2,4,1
0.397590806,1272957,47,5,4,1
0.332230369,1276560,73,2,4,1
0.134862562,997104,31,2,4,1
0.091185368,2905510,43,4,4,1
0.022295995,1023861,66,1,4,1
0.12759173,1069411,58,2,4,1
0.114166023,3835572,46,6,4,1
0.256752633,989762,82,4,4,0
0.190725942,1072303,27,3,4,1
0.216641698,971872,37,2,4,1
0.018415517,1812819,60,3,4,1
0.234229212,466432,53,2,4,1
0.435130427,1168275,38,3,4,1
0.375445073,1394995,50,6,4,1
0.400888028,583315,61,2,4,1
0.456906968,550379,60,3,4,1
0.351664928,1272848,34,3,4,1
0.254477202,816749,29,3,4,1
0.109633454,1664346,51,3,4,1
0.096380026,1904544,39,3,4,1
0.408449441,1048022,42,5,4,1
0.454938458,496410,71,2,4,1
0.261706078,1871122,45,6,4,1
0.196941144,2455820,32,4,4,1
0.524606887,631307,82,3,4,1
0.21768078,2399091,62,2,4,1
0.433603411,503806,46,3,4,1
0.204740012,1089069,38,7,4,1
0.167734548,1021805,42,4,4,1
0.294786058,558656,52,3,4,1
0.208453849,2010114,56,3,4,1
0.524849806,365194,77,2,4,1
0.303208569,675192,20,4,4,1
0.382887708,818663,49,4,4,1
0.363080508,844562,35,4,4,1
0.19855262,625406,23,2,4,0
0.389448253,894866,58,3,4,1
0.319823335,444683,58,2,4,1
0.16213982,1882252,49,4,4,1
0.299741215,1095892,55,6,4,1
0.129475884,795206,32,4,4,1
0.346204783,1001234,37,4,4,1
0.262088102,1003342,59,2,4,1
0.430494457,970196,42,6,4,1
0.099492357,1139384,76,2,4,0
0.26569552,436048,84,2,4,0
0.306601542,549508,24,2,4,0
0.249129594,369655,29,2,4,0
0.497467553,328536,73,2,4,1
0.527472769,363378,77,2,4,1
0.222434302,117356,69,1,4,0
0.314291409,245861,84,1,4,0
0.202185426,1596119,44,5,4,1
0.232136951,2083253,44,5,4,1
0.230270958,509452,62,2,4,1
0.346556544,472200,23,2,4,1
0.475615773,685074,56,2,4,1
0.059071838,1245602,25,3,4,1
0.134701326,1435680,45,5,4,1
0.203862369,1522537,46,5,4,1
0.226878214,1047205,54,2,4,1
0.180549257,1490740,45,5,4,1
0.360877299,1173784,46,5,4,1
0.343033571,689880,26,3,4,1
0.700881171,235709,87,2,4,1
0.199834891,906068,66,2,4,1
0.382821422,2881030,46,4,4,1
0.479249585,292958,56,3,4,0
0.517855571,488615,18,3,4,0
0.511274305,657025,39,8,4,1
0.233054496,1622333,43,6,4,1
0.301453327,669636,50,3,4,1
0.214662857,419318,33,2,4,1
0.267404327,1563864,48,3,4,1
0.554978233,541196,35,6,4,1
0.69534214,866664,56,2,4,1
0.133985831,1101818,31,2,4,1
0.173078607,1256146,63,4,4,1
0.245178715,696080,29,3,4,1
0.223469154,1745440,35,2,4,1
0.402619409,697562,30,4,4,1
0.303042787,1126336,51,4,4,1
0.468945963,1011511,52,5,4,1
0.273614511,1971182,54,4,4,1
0.377498126,1523642,50,4,4,1
0.352752364,807524,32,4,4,1
0.423524154,823358,51,8,4,1
0.350009214,640326,69,2,4,0
0.134633361,3177162,58,6,4,1
0.204862509,919114,31,4,4,1
0.503011135,339905,71,2,4,1
0.371118092,994131,57,3,4,1
0.09637953,1915884,47,4,4,1
0.590226299,450024,63,2,4,1
0.344590601,573585,37,3,4,0
0.382865894,853479,28,3,4,1
0.328128581,558464,71,2,4,1
0.511840441,139184,83,1,4,0
0.318665882,543880,48,5,4,1
0.352094311,409538,68,2,4,1
0.301885074,702784,35,4,4,1
0.478819098,296045,73,2,4,1
0.409439962,323603,51,1,4,0
0.258143616,748746,60,4,4,1
0.261930612,825272,25,3,4,1
0.292380465,832518,60,3,4,1
0.237843751,742252,43,3,4,1
0.313976391,1083470,35,3,4,1
0.336525849,804277,58,3,4,1
0.277454859,788467,51,2,4,1
0.26341488,1191550,40,4,4,1
0.607143054,363486,67,2,4,0
0.253675582,699413,59,2,4,0
0.560858068,417496,40,4,4,1
0.082962366,1102524,27,2,4,1
0.321394963,1030794,28,4,4,1
0.295239554,1051309,51,6,4,1
0.01896282,1686458,23,3,4,1
0.232851141,1509634,34,5,4,1
0.272927686,1229278,35,3,4,1
0.263646377,734499,30,3,4,1
0.433370411,841488,28,4,4,1
0.661178222,319702,71,1,4,0
0.641441142,432657,82,2,4,1
0.249895773,1511126,57,2,4,1
0.495869601,559147,66,3,4,1
0.140979063,347087,20,1,4,0
0.478990177,840702,51,3,4,1
0.764423158,294821,65,2,4,1
0.339972653,749625,58,3,4,1
0.284045968,1181344,59,5,4,1
0.135471299,1078221,34,1,4,0
0.399093984,716102,48,3,4,1
0.236999547,1990046,33,5,4,1
0.30152269,517374,68,2,4,1
0.238124323,635248,72,2,4,1
0.480497872,643699,40,4,4,1
0.5246292,257012,72,1,4,0
0.688037999,419378,45,5,4,1
0.42919508,433621,72,3,4,1
0.496009159,548506,59,4,4,1
0.237897603,1796958,36,3,4,1
0.336566513,658485,73,2,4,1
0.354262644,496863,49,3,4,1
0.321343109,1071901,59,4,4,1
0.226729449,1277011,36,6,4,1
0.384073758,997423,55,4,4,1
0.32839517,909380,39,4,4,1
0.448295015,936196,58,4,4,1
0.150039162,1728722,64,3,4,1
0.363972382,788917,39,6,4,1
0.216340193,719404,22,2,4,1
0.241487116,1228902,65,3,4,1
0.310124048,601785,56,2,4,1
0.372593975,487630,25,3,4,1
0.255469654,392438,67,1,4,0
0.39157298,641413,36,4,4,1
0.173131829,1758244,30,3,4,1
0.200700187,861484,58,4,4,1
0.367358515,542990,58,2,4,1
0.716418164,235678,64,2,4,1
0.419122087,697267,32,3,4,1
0.219324999,1548916,50,4,1,1
0.438872042,1234975,72,4,1,1
0.220842782,1270080,36,2,1,1
0.697381672,309816,81,2,1,0
0.682003448,423470,82,2,1,1
0.341495262,364538,68,1,1,0
0.354065141,472173,59,2,1,1
0.234219117,805690,52,3,1,1
0.274299054,796780,63,3,1,1
0.509207266,160634,64,2,1,1
0.516448211,242154,76,2,1,1
0.466936035,557601,43,6,1,1
0.584128313,152939,89,2,1,1
0.574011775,237800,64,2,1,1
0.228387458,439201,61,2,1,1
0.14714929,243834,75,1,1,1
0.486487177,547591,56,5,1,1
0.457788492,688580,59,5,1,1
0.384724928,488744,62,4,1,1
0.62246316,218037,67,2,1,0
0.577879099,798340,67,2,2,1
0.566218006,295992,63,3,2,1
0.488265045,457522,31,4,2,1
0.181206252,1519484,55,6,2,1
0.625367395,626710,54,7,2,1
0.437590026,338792,67,2,2,1
0.316948332,929590,53,2,2,1
0.182794186,1251112,52,6,2,1
0.366553115,322027,69,2,2,1
0.317149514,1042461,45,5,2,1
0.362418118,527435,66,2,2,1
0.241290303,804276,23,2,2,0
0.500777685,664151,36,5,3,1
0.353283326,629240,73,2,3,1
0.304666386,1101559,70,5,3,1
0.480282392,923540,63,3,3,1
0.629536485,326850,64,3,3,0
0.279562373,1375693,58,4,3,1
0.418462365,1250349,46,5,3,1
0.257591356,1388059,61,2,3,1
0.316206955,811886,34,3,3,1
0.29255073,1194815,54,5,3,1
0.253628259,2555220,44,4,3,1
0.549797117,242504,79,2,3,1
0.562869333,891134,46,3,3,1
0.337489512,1332474,45,5,3,0
0.266020496,2118739,43,5,3,1
0.395732758,726652,49,4,3,1
0.593954873,281119,70,2,3,1
0.409476428,474567,67,2,3,1
0.500129396,587344,55,2,3,1
0.076992463,1876911,43,4,3,1
0.363521585,1178549,54,4,3,1
0.357040358,845305,49,5,3,1
0.287259876,1125044,44,5,3,1
0.333672268,623522,81,3,3,1
0.444157283,858984,56,3,3,1
0.472115593,1065739,60,3,3,1
0.372029941,780077,57,6,3,1
0.07572954,3025398,54,5,3,1
0.369700125,931555,55,2,3,1
0.409341643,882500,55,2,3,1
0.629253707,694982,44,6,3,1
0.569404003,822186,66,2,3,1
0.588577874,602007,36,2,1,1
0.310562844,825469,46,4,1,1
0.536143437,237429,61,2,1,1
0.407149329,428236,74,2,1,1
0.517457109,146416,76,1,1,0
0.49430147,464769,63,2,1,1
0.136973043,1814284,34,4,1,1
0.157298964,968932,40,3,1,1
0.573120788,122578,85,1,1,0
0.391492725,612323,74,2,2,1
0.27018911,1680349,46,6,2,1
0.474022429,399306,66,2,2,1
0.448571472,726377,42,6,2,1
0.79595768,67486,60,1,2,0
0.194913907,1616447,47,4,2,1
0.628179458,239231,81,2,1,1
0.425250896,869783,37,3,1,1
0.510817506,314860,74,2,1,1
0.624002789,149166,81,1,1,0
0.61326987,198751,75,1,1,1
0.096853097,2879371,66,3,1,1
0.281928079,851210,24,3,2,1
0.447709667,902576,49,4,2,1
0.637368428,717381,46,6,2,1
0.446366097,393874,59,3,2,1
0.484242827,121881,73,1,2,1
0.409690021,1229017,64,3,2,1
0.273008961,465699,68,2,2,1
0.33217925,406383,68,1,2,1
0.16104701,1792992,50,7,2,1
0.426568098,246732,78,2,2,1
0.517740865,771552,47,4,2,1
0.233331387,1267622,32,4,3,1
0.427282906,1214680,44,4,3,1
0.272028463,2036581,47,7,3,1
0.343030663,458408,68,2,3,1
0.34904966,711956,52,4,3,1
0.476178173,758632,44,4,3,1
0.512264007,889432,36,2,3,1
0.456416737,404341,67,2,3,1
0.423286535,921116,50,7,3,1
0.201326994,1439946,48,3,3,0
0.40470823,1126708,58,3,3,1
0.636225559,759127,55,8,3,1
0.434464782,915729,51,7,3,1
0.374869345,222915,45,4,3,1
0.730701231,783379,41,3,3,1
0.418434345,831882,45,5,3,1
0.438375253,559767,46,5,3,1
0.410002536,248457,70,2,3,1
0.195231272,1379697,53,4,3,1
0.435528653,519727,57,2,3,1
0.435201523,529318,76,2,3,0
0.279122001,897586,63,3,3,1
0.459037833,235510,75,1,3,0
0,14601,53,1,3,0
0.366072487,919195,47,4,2,1
0.336837973,326044,43,3,2,1
0.168200751,835026,67,2,2,1
0.579144916,276815,55,2,2,1
0.193258905,883892,41,4,2,1
0.340305303,1941680,61,4,2,1
0.372546328,757640,42,3,2,1
0.239472745,1239022,58,5,2,1
0.348256274,1227372,37,5,3,1
0.107475901,1208122,30,1,3,0
0.231662275,959811,31,2,3,1
0.383677821,742842,66,3,3,1
0.257358139,1557425,28,3,3,1
0.375920349,980878,33,4,3,1
0.254539234,1338717,22,3,3,1
0.399964665,803731,46,4,3,1
0.325934654,658586,67,2,3,1
0.3823517,1231756,51,6,3,1
0.245033288,903616,32,4,3,1
0.31611515,220755,59,1,3,0
0.252211506,781820,34,4,3,1
0.499027971,477352,71,2,3,1
0.330587177,1167450,62,6,3,1
0.315845042,1291912,48,10,3,1
0.519783499,571638,36,4,3,1
0.216899247,2405338,42,6,3,1
0.221422337,737884,29,4,3,1
0.445116013,1165431,39,4,3,1
0.582987984,345544,20,7,3,0
0.43434135,426448,59,2,3,1
0.201690389,1158905,46,4,3,1
0.387143841,367357,76,2,3,0
0.434499354,808305,56,6,3,1
0.400470464,541593,74,2,3,1
0.378735586,577754,28,3,3,1
0.399498859,489283,35,3,3,1
0.393630393,317445,24,2,3,1
0.266643764,826676,34,3,3,1
0.361357622,260750,24,5,3,1
0.667227825,384918,66,2,3,1
0.216911539,1728926,54,4,3,1
0.348439041,804089,58,4,3,1
0.342322762,714098,63,1,3,0
0.235709514,1760472,49,6,3,1
0.243034236,574273,47,2,3,1
0.380636574,822685,60,3,3,1
0.332652739,798322,21,4,3,1
0.181015513,1452428,56,3,3,1
0.303818893,456127,65,1,3,0
0.301388719,858705,38,3,3,1
0.649555356,207582,76,2,3,1
0.256598875,360516,30,1,3,0
0.247474747,514800,39,2,3,1
0.448953682,453686,75,3,3,0
0.317530936,772309,32,4,3,1
0.455729948,660198,67,2,3,1
0.241771255,1016680,46,4,3,1
0.516354447,438474,51,5,3,1
0.104784761,3029639,37,4,3,1
0.332016934,1322800,64,2,3,1
0.288068189,1000041,37,6,3,1
0.594560664,430126,66,2,3,1
0.326906833,1053658,43,3,3,1
0.349584693,1348400,50,5,3,1
0.301037157,1184970,38,4,3,1
0.455256447,917540,47,10,3,1
0.315127202,2203580,56,5,3,1
0.258417495,1160262,39,5,3,1
0.335359924,1596935,50,5,3,1
0.142081488,1111503,26,3,3,1
0.337947632,1997848,48,7,3,1
0.344894578,706210,45,4,3,1
0.297286675,549584,37,4,3,1
0.433871002,951020,33,3,3,1
0.37446606,848878,54,4,3,1
0.338872414,740857,40,2,1,1
0.568000516,186028,68,1,1,0
0.0870647,1796549,29,2,1,0
0.197661646,919450,76,3,1,1
0.394691488,344654,73,2,1,1
0.303524469,309919,60,2,2,1
0.46792196,493749,57,5,2,1
0.568114051,558064,36,5,2,1
0.523537078,125844,29,2,2,1
0.835339712,378792,45,6,2,1
0.75918402,424324,60,4,2,1
0.183992487,600568,53,3,2,1
0.024058063,172915,75,1,1,0
0.294850715,520616,79,4,1,1
0.56248191,297126,58,2,1,1
0.49523542,185116,37,5,1,1
0.610856551,287642,47,5,1,1
0.450877957,330768,64,2,3,1
0.290236941,1114579,48,6,3,1
0.316797885,202716,76,2,3,0
0.207892285,662343,24,3,3,1
0.491757838,1115484,43,7,3,1
0.407229679,410530,52,2,3,0
0.287737114,894928,23,3,3,1
0.672121963,253454,68,2,1,1
0.235565811,496235,63,2,1,1
0.601557718,428062,57,3,1,1
0.566756178,430859,44,4,1,1
0.486659526,502306,50,6,3,1
0.292742211,199124,77,1,3,0
0.513961015,228959,34,5,3,1
0.401635441,659394,50,3,3,1
0.627798998,597446,39,8,3,1
0.462020251,843331,41,4,3,1
0.554621102,967767,48,2,3,1
0.8401009,101883,74,2,3,1
0.267758581,550959,73,2,3,1
0.748284259,167129,88,2,3,1
0.318375819,814195,65,3,3,1
0.609325073,199355,75,1,3,1
0.640415309,108642,69,2,3,0
0.655382926,419010,64,5,3,1
0.604693121,547610,55,3,3,1
0.526161158,705244,58,2,3,1
0.361089118,919496,52,6,3,1
0.658106236,692800,53,4,3,1
0.370662993,918894,53,2,3,1
0.355138111,342188,55,4,3,1
0.27917398,696254,47,3,3,1
0.812413573,225624,80,2,1,1
0.718786734,328370,42,3,1,1
0.356059169,737956,42,3,1,1
0.668658419,133216,68,1,1,0
0.631045594,248280,79,2,1,1
0.236824984,122960,68,1,2,1
0.747458192,209890,67,2,2,1
0.344603353,1167197,45,4,2,1
0.30328625,780464,28,4,2,1
0.69526646,173591,71,2,2,1
0.698801511,578562,50,6,2,1
0.488923539,683657,32,5,2,1
0.276796111,745444,55,6,2,1
0.409424705,882956,55,2,2,1
0.13335002,1629996,43,6,2,1
0.534519103,533212,44,8,2,1
0.652459239,649144,42,11,2,1
0.645462839,97561,82,1,2,0
0.062294961,3363996,35,2,2,1
0.276569433,1072266,33,4,2,1
0.480913081,755596,56,5,3,1
0.731188325,163356,63,1,3,1
0.443158215,1326876,44,4,3,1
0.424793243,464433,43,4,3,1
0.365791376,103775,65,1,3,0
0.258914429,1224111,37,4,3,1
0.18039686,1310688,38,6,3,1
0.404360709,356731,70,2,3,1
0.280960279,728288,58,4,3,1
0.308783782,743666,51,5,3,1
0.118201154,2456998,40,5,3,1
0.242375775,1545567,48,5,3,1
0.665673287,500648,67,6,3,0
0.371507447,1003027,57,4,3,1
0.526414217,178597,59,4,3,1
0.493792827,458824,29,5,3,1
0.592739349,438115,52,5,3,1
0.591771772,782234,33,4,3,1
0.495400983,525982,32,4,3,1
0.504157632,631850,25,4,3,1
0.488061483,477530,77,3,3,1
0.404567071,861296,43,6,3,1
0.455230038,1105384,40,4,3,1
0.381557556,228820,71,1,3,0
0.394481191,594766,60,3,3,1
0.344324534,267608,75,2,3,1
0.486687046,694812,55,5,3,1
0.56329781,222014,53,2,2,0
0.703153465,77946,70,1,2,0
0.701033296,574569,19,3,2,1
0.439676686,322164,37,3,2,1
0.566711536,493288,69,6,2,1
0.310813004,480662,76,2,2,1
0.561237917,650512,77,4,2,1
0.471816077,464325,50,4,2,1
0.066506902,309622,25,1,2,1
0.436507199,505577,54,6,2,1
0.43882392,860418,55,3,4,1
0.478359783,1300218,34,5,4,1
0.164996611,1065234,63,2,4,0
0.334935106,1521023,33,4,4,1
0.775502671,195058,66,2,4,1
0.374836073,683232,53,3,4,1
0.533271648,518760,34,4,4,1
0.270717571,935824,35,5,4,1
0.50793041,593475,45,4,4,1
0.27601654,1447435,33,5,4,1
0.451686247,737140,77,5,4,1
0.293386047,825588,29,4,4,1
0.329129327,876069,43,3,4,0
0.14812839,1462110,53,5,4,1
0.473603839,825120,63,4,4,1
0.506010133,698903,39,6,4,1
0.464364875,592379,26,3,4,1
0.417087707,520140,60,2,4,1
0.215896638,750989,44,4,4,1
0.509005609,796337,68,4,4,1
0.405047299,975175,35,4,4,1
0.510118595,1137312,61,6,4,1
0.351329956,1051012,57,3,4,1
0.547955591,511786,63,1,4,0
0.214575809,1704125,29,4,4,1
0.497886777,705084,72,4,4,1
0.249845096,558410,25,3,4,1
0.623161995,447768,54,4,4,0
0.373617124,166320,68,1,4,0
0.336561779,474635,54,3,4,1
0.501667233,679869,52,6,4,1
0.370813729,965358,84,2,4,1
0.22752524,605190,43,2,4,0
0.467285294,992627,54,4,4,1
0.13550873,1920998,32,4,4,1
0.552744992,664082,38,4,4,1
0.286275249,1018656,36,5,4,1
0.404511684,451982,60,2,4,1
0.005233255,546505,54,4,4,1
0.3079556,206848,86,1,4,0
0.262415106,1043507,54,3,4,1
0.196018071,280668,71,1,4,0
0.458446442,401530,40,4,4,1
0.15316248,1690414,50,5,4,1
0.231765778,1514460,27,2,4,1
0.499475782,1369660,29,5,4,1
0.373470513,707590,31,4,4,1
0.316474123,581166,27,3,4,1
0.410404987,1466220,33,6,4,1
0.48066494,321954,63,2,4,0
0.227526426,1267967,45,5,4,1
0.429329306,1058218,44,5,4,1
0.268876873,858683,45,6,4,1
0.343855063,529444,62,1,4,0
0.493052832,846676,47,6,4,1
0.201635641,806167,52,3,4,1
0.459742467,592001,39,6,4,1
0.621307667,518236,52,6,4,1
0.318136566,926118,49,4,4,1
0.370994594,854158,34,6,4,1
0.28804458,513240,73,3,4,1
0.312901737,372756,36,6,4,1
0.114434817,1955314,30,2,4,1
0.271173817,778733,48,2,4,1
0.356311094,910373,35,5,4,1
0.418681829,697876,47,8,4,1
0.228426975,788786,60,2,4,1
0.211021584,969171,28,4,4,1
0.548729336,737646,41,5,4,1
0.44632926,580782,31,4,4,1
0.54723631,323173,70,2,4,1
0.185796767,1101031,55,2,4,1
0.791065722,339188,85,2,4,1
0.236467662,1045200,48,5,4,1
0.40258356,897831,46,5,4,1
0.426349097,192462,66,1,4,0
0.503692731,569768,44,4,4,1
0.392482299,412839,52,3,4,0
0.433419884,520696,47,5,4,1
0.386207762,541667,35,5,4,1
0.256076808,548273,48,3,4,0
0.137194508,1235997,25,3,4,1
0.214834562,2103628,52,7,4,1
0.134592214,2005168,52,4,4,1
0.414376989,1000905,54,4,4,1
0.40875838,941133,28,3,4,1
0.393514939,473334,83,2,4,1
0.424007721,413417,71,3,4,1
0.38621951,1734278,43,7,4,1
0.304959565,869794,60,5,4,1
0.36074777,1087286,57,2,4,1
0.269825609,593954,32,1,4,0
0.387120528,999513,68,3,4,1
0.471653388,303740,71,2,4,1
0.69297955,150902,57,1,4,0
0.317853793,295293,79,1,4,0
0.222249798,709166,58,2,4,1
0.377191808,335967,32,3,4,1
0.629920978,1116902,41,6,4,1
0.5212107,1057438,57,10,4,1
0.651623524,211392,74,1,4,0
0.520183227,400159,69,2,4,1
0.378345554,355696,73,2,4,1
0.370574153,918553,49,6,4,1
0.544838807,377374,76,4,4,1
0.178876531,1597124,33,4,4,1
0.358505442,768602,52,3,4,0
0.395681132,368893,60,3,4,0
0.718971636,552567,57,6,4,1
0.701983627,76224,51,1,4,1
0.445766378,1015348,34,5,4,1
0.352660873,724424,35,6,4,1
0.421190359,340872,50,3,4,1
0.695728566,168468,70,1,4,0
0.372782955,419590,45,4,4,1
0.129939117,948044,40,5,4,1
0.26835246,2549304,49,12,4,1
0.59765956,488626,52,7,4,0
0.449518006,539529,60,2,4,1
0.354211583,974491,42,5,4,1
0.549237823,739330,38,5,4,1
0.419010215,649798,74,3,4,1
0.434343536,997754,35,5,4,1
0.232989351,261351,69,1,4,0
0.438914532,859648,75,3,4,1
0.357420613,935044,35,5,4,1
0.351986719,607182,61,3,2,0
0.434324807,1009171,51,4,2,1
0.491370832,474843,52,2,2,1
0.702984785,77225,65,1,2,0
0.520780451,541687,49,4,2,1
0.530054035,125474,74,1,3,0
0.428049304,484832,43,5,3,1
0.533635544,159712,76,2,3,1
0.599108871,565126,49,10,3,1
0.684339647,201362,61,2,3,1
0.717050862,86588,77,2,3,1
0.800006264,127724,77,2,3,1
0.755447077,1018528,44,7,3,1
0.62487666,141884,68,2,3,1
0.436290563,928583,45,6,3,1
0.276303496,588686,53,4,3,1
0.457112712,371532,36,5,3,1
0.436545305,772236,54,3,3,1
0.447933526,636398,40,4,1,1
0.320644029,794002,53,6,1,1
0.571621886,245344,76,2,1,1
0.527261958,536902,45,5,1,1
0.577350111,507976,51,5,1,1
0.687706192,554702,43,6,1,1
0.439787375,471064,68,3,2,1
0.571068261,772349,53,4,2,1
0.458029083,335935,32,5,2,1
0.551674706,638978,53,6,2,1
0.291477281,137726,71,2,2,1
0.668375349,261410,56,5,2,1
0.588743208,1128954,52,3,2,1
0.452939222,355094,28,2,2,1
0.14367298,340579,76,1,2,0
0.447876395,291768,25,3,2,1
0.493090937,308146,68,2,2,1
0.568004506,534369,67,3,2,1
0.439618851,1049773,63,2,2,1
0.480103848,479163,57,4,2,1
0.21396886,1008801,71,3,2,1
0.101728457,2562980,44,4,2,1
0.35687783,557625,60,3,2,1
0.654310619,276248,55,3,2,1
0.43753436,447462,28,5,2,1
0.404547953,1120856,47,6,2,1
0.408746877,548310,39,4,2,1
0.566335511,641994,30,5,3,1
0.717041288,376380,36,7,3,1
0.350757486,961998,39,5,3,1
0.292756062,392190,65,3,3,1
0.371236834,728376,51,4,3,1
0.438555596,317889,57,3,3,0
0.425713579,614648,31,3,3,1
0.315087414,422816,30,3,3,1
0.628337383,759802,44,8,3,1
0.399027435,57991,83,1,3,0
0.708032377,459092,29,4,3,1
0.935221807,74840,62,2,3,0
0.343644163,690924,54,3,3,1
0.683447266,378294,24,2,3,1
0.604894631,561268,38,5,3,1
0.621489371,564856,64,4,3,1
0.879575406,200474,61,1,3,0
0.394153949,1020860,37,9,3,1
0.347912713,1244726,45,6,3,1
0.577604357,926198,45,5,3,1
0.268621112,1071472,37,5,3,1
0.285079721,427740,46,4,3,1
0.725906808,199932,68,1,3,0
0.357239936,1087482,55,4,3,1
0.421937731,839394,41,5,3,1
0.349671876,1635968,51,7,3,1
0.412318584,113000,83,1,3,0
0.41018415,679880,44,5,3,1
0.630650496,76188,75,1,1,0
0.443568478,317110,37,4,1,1
0.564465931,461073,55,6,1,1
0.178247009,29173,63,1,1,0
0.350926441,453132,36,4,1,1
0.409256284,703911,56,7,1,1
0.416762124,263642,70,1,2,0
0.588783107,289064,74,2,2,1
0.422273986,294927,72,2,2,1
0.369147205,905059,54,4,4,1
0.389746132,234019,60,1,4,0
0.596785521,274819,80,5,4,1
0.365061079,1171015,38,7,4,1
0.75580956,550472,62,4,4,1
0.628795352,627511,58,5,4,1
0.388332823,1251751,37,5,4,1
0.087821321,1425212,60,6,4,1
0.743522534,212120,21,3,4,1
0.654585259,328880,70,3,4,1
0.352400032,937446,28,3,4,1
0.66560785,254372,59,3,4,1
0.578377698,63564,16,3,4,1
0.685114978,298058,35,4,4,1
0.324729895,688252,25,2,4,1
0.523085404,812678,27,4,4,1
0.195042284,1168280,45,6,4,1
0.395078431,517396,34,4,4,1
0.526878813,617531,55,4,4,1
0.453609753,1150716,37,5,4,1
0.537532441,886220,39,4,4,1
0.228459772,659162,30,3,4,1
0.384123385,693246,60,1,4,1
0.16982251,2724892,34,4,4,1
0.769671811,194644,75,2,4,0
0.51559446,1051912,42,7,4,1
0.42379426,433012,54,1,4,0
0.320858212,667061,66,2,4,1
0.20336575,1036084,46,4,4,1
0.109865167,1949080,36,3,4,1
0.31734478,1690376,54,4,4,1
0.227813983,713073,33,3,4,1
0.418149679,885922,57,5,4,0
0.251334134,216620,71,1,4,0
0.37286723,520743,66,2,4,1
0.29405929,470735,71,2,4,1
0.38539321,983214,44,5,4,1
0.370108509,635338,56,3,4,1
0.711885577,422714,67,2,4,1
0.408535876,618472,26,4,4,1
0.412494607,769484,25,3,4,1
0.411707484,1330226,44,5,4,1
0.507437003,469544,53,4,4,1
0.359714497,1345556,26,4,4,1
0.213405323,440064,23,3,4,1
0.416867757,470768,46,6,4,1
0.49704503,609820,45,4,4,1
0.32995493,1066776,57,2,4,1
0.448100499,544485,50,3,4,0
0.260618908,1581236,35,5,4,1
0.684741098,549358,45,6,4,1
0.48647878,1094132,48,7,4,1
0.489335141,242713,52,4,1,1
0.527164212,71712,69,1,1,0
0.674170449,283768,50,4,1,1
0.193279593,427236,22,3,1,1
0.502729938,322718,68,3,1,1
0.427570332,234600,78,1,1,1
0.32057212,142907,87,1,1,1
0.29784492,1229096,50,6,3,1
0.323930822,454134,65,2,3,1
0.250659739,705961,78,2,3,1
0.254633959,894052,50,3,3,1
0.203292701,82364,85,2,3,1
0.381075998,633291,27,3,3,1
0.607485167,113932,73,1,3,0
0.59204959,533658,50,7,3,1
0.491891534,393046,53,3,3,1
0.361648797,214241,64,2,3,1
0.369768356,681908,45,5,3,1
0.477833405,424851,67,2,3,1
0.450992102,792005,58,5,3,1
0.224948779,512490,57,2,3,1
